"game_id","turn_number","nickname","rack","location","move","points","score","turn_type"
"jyYJ69e6",19,"PowerCats","AENOSTT","I2","NOTATES",67,352,"Play"
"jyYJ69e6",20,"BasicBot","EIPPQWX","D4","QI",27,282,"Play"
"jyYJ69e6",21,"PowerCats","EEFIORU","N2","FEU",26,378,"Play"
"jyYJ69e6",22,"BasicBot","ENOPPWX","5H","W.XEN",30,312,"Play"
"jyYJ69e6",23,"PowerCats","CEILORR","3F","COL.RER",10,388,"Play"
"jyYJ69e6",24,"BasicBot","GIOOPPY","L1","PO.I.G",24,336,"Play"
"jyYJ69e6",25,"PowerCats","IU","14M",".UI",8,396,"Play"
"jyYJ69e6",26,"PowerCats",NA,NA,"(OPY)",16,412,"End"
"LWQTGEhU",1,"BasicBot","DEFJRRW","8H","WERF",18,18,"Play"
"LWQTGEhU",2,"denisela","AADEFNU","K8",".AUNE",16,16,"Play"
"LWQTGEhU",3,"BasicBot","BDIJKLR","12H","KLI.B",30,48,"Play"
"LWQTGEhU",4,"denisela","ADEEFHÄ","10I","HÄ.FE",26,42,"Play"
"LWQTGEhU",5,"BasicBot","DIIJRRT","H12",".IRR",21,69,"Play"
"LWQTGEhU",6,"denisela","ADEEEIN","13K","NIE",19,61,"Play"
"LWQTGEhU",7,"BasicBot","?ADEIJT","9M","JA",26,95,"Play"
"LWQTGEhU",8,"denisela","ADEEEOU",NA,"-DEOU",0,61,"Exchange"
"LWQTGEhU",9,"BasicBot","??DEINT","N5","EIns.NDT",77,172,"Play"
"LWQTGEhU",10,"denisela","AAEESSS","M12","S.ES",17,78,"Play"
"LWQTGEhU",11,"BasicBot","EMNRSUY","O6","MY",27,199,"Play"
"LWQTGEhU",12,"denisela","AAENOQS","15K","AS.EN",18,96,"Play"
"LWQTGEhU",13,"BasicBot","ELNRSTU","15J","L.....",7,206,"Play"
"LWQTGEhU",14,"denisela","ADEIOQT","13G","Q.",21,117,"Play"
"LWQTGEhU",15,"BasicBot","ENRSTUV","L3","VERNUT",35,241,"Play"
"LWQTGEhU",16,"denisela","ADEGIOT","14F","DI.",16,133,"Play"
"LWQTGEhU",17,"BasicBot","CDEMRSÜ","J5","DÜR.",21,262,"Play"
"LWQTGEhU",18,"denisela","AEGNOTT","9D","TANGO",14,147,"Play"
"LWQTGEhU",19,"BasicBot","ACEEMSU","3J","CU.EE",26,288,"Play"
"LWQTGEhU",20,"denisela","DEENOTÖ","J14","Ö.",26,173,"Play"
"LWQTGEhU",21,"BasicBot","AIMMNSS","8A","MIMS",30,318,"Play"
"LWQTGEhU",22,"denisela","BDEENOT","F2","TOBENDE.",65,238,"Play"
"LWQTGEhU",23,"BasicBot","ACENNST","5E","C.NT",14,332,"Play"
"LWQTGEhU",24,"denisela","EGGMSUZ","H1","UMSE.Z",33,271,"Play"
"LWQTGEhU",25,"BasicBot","AENORSX","E9",".XON",24,356,"Play"
"LWQTGEhU",26,"denisela","GGHHLPT","11D","H.HL",8,279,"Play"
"LWQTGEhU",27,"BasicBot","AEEKRSU","13A","KREAS",29,385,"Play"
"LWQTGEhU",28,"denisela","GGHPSTU","A13",".UH",21,300,"Play"
"LWQTGEhU",29,"BasicBot","EU","15A",".EU",4,389,"Play"
"LWQTGEhU",30,"BasicBot",NA,NA,"(GGPST)",20,409,"End"
"ts4UHws8",1,"BasicBot","?LMORTY","8G","MY",14,14,"Play"
"ts4UHws8",2,"styrofoamp","AAKMNOU","7F","MONK",26,26,"Play"
"ts4UHws8",3,"BasicBot","?EILORT","6E","ROT",16,30,"Play"
"ts4UHws8",4,"styrofoamp","AADIOTU","5C","TOAD",20,46,"Play"
"ts4UHws8",5,"BasicBot","?EIJLNN","4A","JaIL",42,72,"Play"
"ts4UHws8",6,"styrofoamp","AAEIUVZ","3B","ZA",38,84,"Play"
"ts4UHws8",7,"BasicBot","ELNNOST","A4",".OSTLE",39,111,"Play"
"ts4UHws8",8,"styrofoamp","AEHIUVW","9D","WAVE",18,102,"Play"
"ts4UHws8",9,"BasicBot","ABDINNU","D7","UN.IND",22,133,"Play"
"ts4UHws8",10,"styrofoamp","AGHIIUX","B9","AX",27,129,"Play"
"ts4UHws8",11,"BasicBot","?ABEEIP","11A","BEA.",16,149,"Play"
"ts4UHws8",12,"styrofoamp","AGHIINU","A11",".HANG",45,174,"Play"
"ts4UHws8",13,"BasicBot","?CEFINP","I4","FIN.",11,160,"Play"
"ts4UHws8",14,"styrofoamp","EGIIQRU","H3","GI",10,184,"Play"
"ts4UHws8",15,"BasicBot","?ACELPR","13A",".RC",10,170,"Play"
"ts4UHws8",16,"styrofoamp","EEEIQRU","B13",".EI",13,197,"Play"
"ts4UHws8",17,"BasicBot","?AEHLPS","J7","SLAP",23,193,"Play"
"ts4UHws8",18,"styrofoamp","EEOQRTU","9I","Q.T",22,219,"Play"
"ts4UHws8",19,"BasicBot","?BEHTVW",NA,"-BTVW",0,193,"Exchange"
"ts4UHws8",20,"styrofoamp","AEEOPRU","5H","P.ER",18,237,"Play"
"ts4UHws8",21,"BasicBot","?DEGHSU","2C","GUSH",21,214,"Play"
"ts4UHws8",22,"styrofoamp","AEIOOUV","1F","OVA",23,260,"Play"
"ts4UHws8",23,"BasicBot","?CDEEOS","12D",".ECODErS",63,277,"Play"
"ts4UHws8",24,"styrofoamp","EEFINOU","H12",".INE",15,275,"Play"
"ts4UHws8",25,"BasicBot","IORRTUY","I9",".UI.T",22,299,"Play"
"ts4UHws8",26,"styrofoamp","BEFLOUW","13G","W..E",21,296,"Play"
"ts4UHws8",27,"BasicBot","ADEORRY","14J","DRYER",33,332,"Play"
"ts4UHws8",28,"styrofoamp","BFIILOU","15L","OF",17,313,"Play"
"ts4UHws8",29,"BasicBot","AEEORT","13M","ROE",20,352,"Play"
"ts4UHws8",30,"styrofoamp","BIILU","O11","LI.",4,317,"Play"
"ts4UHws8",31,"BasicBot","AET","11L","TEA.",4,356,"Play"
"ts4UHws8",32,"BasicBot",NA,NA,"(BIU)",10,366,"End"
"iPLSVpis",1,"Jese77","EHOTUVW","H5","WOVE",20,20,"Play"
"iPLSVpis",2,"BasicBot","DFFRWYY","6G","W.RDY",16,16,"Play"
"iPLSVpis",3,"Jese77","EHMPSTU","5E","SHE.",25,45,"Play"
"iPLSVpis",4,"BasicBot","FFNOUVY","E5",".NUFF",11,27,"Play"
"iPLSVpis",5,"Jese77","EMPPTUZ","5K","MUTE",26,71,"Play"
"iPLSVpis",6,"BasicBot","AJNOTVY","9H","NAVY",22,49,"Play"
"iPLSVpis",7,"Jese77","LNOPPSZ","O5","SLOP",25,96,"Play"
"iPLSVpis",8,"BasicBot","DEEIJOT","M2","JOT.ED",32,81,"Play"
"iPLSVpis",9,"Jese77","DENNPTZ","2M",".ET",20,116,"Play"
"iPLSVpis",10,"BasicBot","EILNORU","E5",".....LE",26,107,"Play"
"iPLSVpis",11,"Jese77","DEHNNPZ","1N","ZE",50,166,"Play"
"iPLSVpis",12,"BasicBot","BIINORU","D11","BIO",14,121,"Play"
"iPLSVpis",13,"Jese77","DHNNNPS","12D",".S",16,182,"Play"
"iPLSVpis",14,"BasicBot","AEGINRU","8N","U.",4,125,"Play"
"iPLSVpis",15,"Jese77","DHMNNNP","13C","H.",10,192,"Play"
"iPLSVpis",16,"BasicBot","?AEGINR","14D","sEARING",68,193,"Play"
"iPLSVpis",17,"Jese77","DGMNNNP","H13","P.G",18,210,"Play"
"iPLSVpis",18,"BasicBot","EEIOOST","15G","E.O",8,201,"Play"
"iPLSVpis",19,"Jese77","DMNNNOR","13F","MO.",16,226,"Play"
"iPLSVpis",20,"BasicBot","ACEIOST","B10","COAT",18,219,"Play"
"iPLSVpis",21,"Jese77","CDNNNRU","3L","N.N",15,241,"Play"
"iPLSVpis",22,"BasicBot","ADEIIIS",NA,"-II",0,219,"Exchange"
"iPLSVpis",23,"Jese77","BCDNRRU","4F","UN",13,254,"Play"
"iPLSVpis",24,"BasicBot","?ADEIQS","B10","....ED",18,237,"Play"
"iPLSVpis",25,"Jese77","BCDLRRR","12A","B.",7,261,"Play"
"iPLSVpis",26,"BasicBot","?AGIIQS","9C","GI.",9,246,"Play"
"iPLSVpis",27,"Jese77","CDILRRR","A14","DI",21,282,"Play"
"iPLSVpis",28,"BasicBot","?AAIKQS","7C","AQ.A",14,260,"Play"
"iPLSVpis",29,"Jese77","CILRRRT","K5","..C",10,292,"Play"
"iPLSVpis",30,"BasicBot","?EIIKST","G3","K...",16,276,"Play"
"iPLSVpis",31,"Jese77","IILRRRT","H2","TI",8,300,"Play"
"iPLSVpis",32,"BasicBot","?AEIIST","K9",".ETI",14,290,"Play"
"iPLSVpis",33,"Jese77","AILLRRR","3G","..LL",9,309,"Play"
"iPLSVpis",34,"BasicBot","?AAIRSX","12I","AX.S",22,312,"Play"
"iPLSVpis",35,"Jese77","AIIORRR","11J","A.",11,320,"Play"
"iPLSVpis",36,"BasicBot","?AAEIR","N8",".REmIA",7,319,"Play"
"iPLSVpis",37,"Jese77","IIORRR","M9","OR",8,328,"Play"
"iPLSVpis",38,"BasicBot","A","7K",".A.",6,325,"Play"
"iPLSVpis",39,"BasicBot",NA,NA,"(IIRR)",8,333,"End"
"Tbs9SaWd",1,"Kelly3158","FHIOTVW","8G","WITH",20,20,"Play"
"Tbs9SaWd",2,"BasicBot","AEFGLOT","J8",".OG",11,11,"Play"
"Tbs9SaWd",3,"Kelly3158","CEFGNOV","G6","VO.",10,30,"Play"
"Tbs9SaWd",4,"BasicBot","AEEEFLT","5D","FLEA",24,35,"Play"
"Tbs9SaWd",5,"Kelly3158","CEEFGNS","6F","E.ENS",16,46,"Play"
"Tbs9SaWd",6,"BasicBot","EENOOPT","D2","POO.",18,53,"Play"
"Tbs9SaWd",7,"Kelly3158","BCCFGOS","2B","CO.",14,60,"Play"
"Tbs9SaWd",8,"BasicBot","AEENNTT","C1","T.N",10,63,"Play"
"YbwK9eJx",1,"Mrs.Martine","AENQRUW",NA,"-NW",0,0,"Exchange"
"YbwK9eJx",2,"BasicBot","BDGOSSZ","8G","BOSS",14,14,"Play"
"YbwK9eJx",3,"Mrs.Martine","AEEQRRU","K4","QUERE",36,36,"Play"
"YbwK9eJx",4,"BasicBot","DFGNSTZ","6J","F.GT",16,30,"Play"
"YbwK9eJx",5,"Mrs.Martine","ADMRSSÄ","I8",".Ä",13,49,"Play"
"YbwK9eJx",6,"BasicBot","CDNSTUZ","K4",".....ND",16,46,"Play"
"YbwK9eJx",7,"Mrs.Martine","AADMRSS","7F","DAS",12,61,"Play"
"YbwK9eJx",8,"BasicBot","CEESTUZ","11I","UZET",46,92,"Play"
"YbwK9eJx",9,"Mrs.Martine","?ALMNRS","4K",".uALM",38,99,"Play"
"YbwK9eJx",10,"BasicBot","CEEEEKS","N6","ECKES",26,118,"Play"
"YbwK9eJx",11,"Mrs.Martine","ANRSSTX","O1","TRA.S",21,120,"Play"
"YbwK9eJx",12,"BasicBot","AEEEIIW","8M","A.I",18,136,"Play"
"YbwK9eJx",13,"Mrs.Martine","BNNNRSX","9M","S.X",23,143,"Play"
"YbwK9eJx",14,"BasicBot","EEEINNW","2M","WE.",10,146,"Play"
"YbwK9eJx",15,"Mrs.Martine","BEGNNNR","K4","........N",18,161,"Play"
"YbwK9eJx",16,"BasicBot","EEIILNN","G7","..I",6,152,"Play"
"YbwK9eJx",17,"Mrs.Martine","BEEGNNR","L3","N.",1,162,"Play"
"YbwK9eJx",18,"BasicBot","EEILNNT","L11",".ENN",12,164,"Play"
"YbwK9eJx",19,"Mrs.Martine","BEEGNRU","14G","BERGE.",13,175,"Play"
"YbwK9eJx",20,"BasicBot","EEILMPT","9F","P.",5,169,"Play"
"YbwK9eJx",21,"Mrs.Martine","HNNNORU","H13","H.U",12,187,"Play"
"YbwK9eJx",22,"BasicBot","EEILMOT","9I",".O.",12,181,"Play"
"YbwK9eJx",23,"Mrs.Martine","EINNNOR","F9",".I",7,194,"Play"
"YbwK9eJx",24,"BasicBot","EEIKLMT","M4",".M.",5,186,"Play"
"YbwK9eJx",25,"Mrs.Martine","EENNNOR","F9","..N",6,200,"Play"
"YbwK9eJx",26,"BasicBot","EEIKLTT","F9","...K",10,196,"Play"
"YbwK9eJx",27,"Mrs.Martine","EENNORÖ","F9","....E",11,211,"Play"
"YbwK9eJx",28,"BasicBot","EEIJLTT","E13","JET",15,211,"Play"
"YbwK9eJx",29,"Mrs.Martine","AENNORÖ","15A","RÖNN.",39,250,"Play"
"YbwK9eJx",30,"BasicBot","DEILMTV","11B","DIVE.",20,231,"Play"
"YbwK9eJx",31,"Mrs.Martine","ACEOUUÜ",NA,"-ACOUÜ",0,250,"Exchange"
"YbwK9eJx",32,"BasicBot","ELMNRTU","D9","LU.T",20,251,"Play"
"YbwK9eJx",33,"Mrs.Martine","EEFGHIU","A12","GIE.",7,257,"Play"
"YbwK9eJx",34,"BasicBot","ACEMNRS",NA,"-CM",0,251,"Exchange"
"YbwK9eJx",35,"Mrs.Martine","EFHHRUY","13L",".Y",22,279,"Play"
"YbwK9eJx",36,"BasicBot","?AENRST","B4","STARrEN.",61,312,"Play"
"YbwK9eJx",37,"Mrs.Martine","EFHHMRU","6A","F.HR",8,287,"Play"
"YbwK9eJx",38,"BasicBot","CDHILMU","4B",".CHMUL",26,338,"Play"
"YbwK9eJx",39,"Mrs.Martine","EHMOUÜ","12K","..E",14,301,"Play"
"YbwK9eJx",40,"BasicBot","DI","9B",".I.",5,343,"Play"
"YbwK9eJx",41,"Mrs.Martine","HMOUÜ","I11",".M",4,305,"Play"
"YbwK9eJx",42,"BasicBot","D","11H","D....",7,350,"Play"
"YbwK9eJx",43,"BasicBot",NA,NA,"(HOUÜ)",22,372,"End"
"FhL7NmfD",1,"Goldenwick","GHISTUV","8G","GUV",14,14,"Play"
"FhL7NmfD",2,"BasicBot","EIORSST","9G","IS",9,9,"Play"
"FhL7NmfD",3,"Goldenwick","GHIISTX","F9","GHI",19,33,"Play"
"FhL7NmfD",4,"BasicBot","EEORRST","E11","OR",8,17,"Play"
"FhL7NmfD",5,"Goldenwick","AEISTUX","J8","SEXT",35,68,"Play"
"FhL7NmfD",6,"BasicBot","AEERSTZ","11H","ZE.A",26,43,"Play"
"FhL7NmfD",7,"Goldenwick","ACDITUV","13C","VAC",21,89,"Play"
"FhL7NmfD",8,"BasicBot","EMRRSTT","D13",".RM",8,51,"Play"
"FhL7NmfD",9,"Goldenwick","ADIINTU","12G","TAD",20,109,"Play"
"FhL7NmfD",10,"BasicBot","BDERSTT","12K","DEBT",17,68,"Play"
"FhL7NmfD",11,"Goldenwick","IILNOPU","13L","LOIN",20,129,"Play"
"FhL7NmfD",12,"BasicBot","ANQRSST","13C","...S",9,77,"Play"
"FhL7NmfD",13,"Goldenwick","AFILPUY","O13",".IP",15,144,"Play"
"FhL7NmfD",14,"BasicBot","?ANQRST",NA,"-NQ",0,77,"Exchange"
"FhL7NmfD",15,"Goldenwick","AAFFLUY","15L","FLA.",13,157,"Play"
"FhL7NmfD",16,"BasicBot","?AILRST","15A","TRI.",18,95,"Play"
"FhL7NmfD",17,"Goldenwick","AFNORUY","H11","..NY",16,173,"Play"
"FhL7NmfD",18,"BasicBot","?ALNQRS",NA,"-LQ",0,95,"Exchange"
"FhL7NmfD",19,"Goldenwick","AADFORU","14H",".OUR",9,182,"Play"
"FhL7NmfD",20,"BasicBot","?ANNRSU","F13",".UN",5,100,"Play"
"FhL7NmfD",21,"Goldenwick","AADDEFT","A12","FEA.",11,193,"Play"
"FhL7NmfD",22,"BasicBot","?AENRRS","9J",".ARN",5,105,"Play"
"FhL7NmfD",23,"Goldenwick","ADDEIOT","8L","AIDE",23,216,"Play"
"FhL7NmfD",24,"BasicBot","??EEORS","N1","rOStERE.",68,173,"Play"
"FhL7NmfD",25,"Goldenwick","DIJNOPT","M2","JOIN",38,254,"Play"
"FhL7NmfD",26,"BasicBot","EHIKMQU","5I","EQUI..",30,203,"Play"
"FhL7NmfD",27,"Goldenwick","DEOOPTW","O1","EW",31,285,"Play"
"FhL7NmfD",28,"BasicBot","HKLMNOT","L4","K.N",26,229,"Play"
"FhL7NmfD",29,"Goldenwick","ADEOOPT","6E","ADOPT",14,299,"Play"
"FhL7NmfD",30,"BasicBot","CHLMOTY","5B","MOTH",28,257,"Play"
"FhL7NmfD",31,"Goldenwick","EEEGIOW","M7","W..E",20,319,"Play"
"FhL7NmfD",32,"BasicBot","ABCLLY","B2","BAL.Y",40,297,"Play"
"FhL7NmfD",33,"Goldenwick","EEGIO","A6","OGEE",20,339,"Play"
"FhL7NmfD",34,"BasicBot","CL","10L","C.L",12,309,"Play"
"FhL7NmfD",35,"BasicBot",NA,NA,"(I)",2,311,"End"
"3vSAeZHh",1,"BasicBot","?ADKMSV",NA,"-DKV",0,0,"Exchange"
"3vSAeZHh",2,"BJCUBBS","ADEEIMO",NA,"-EIO",0,0,"Exchange"
"3vSAeZHh",3,"BasicBot","?AAAMSS","8B","MASAlAS",68,68,"Play"
"3vSAeZHh",4,"BJCUBBS","ADDEKMT","7G","KAT",26,26,"Play"
"3vSAeZHh",5,"BasicBot","ADEEGLU","D2","DELUGE.",18,86,"Play"
"3vSAeZHh",6,"BJCUBBS","DDEMOWY","9A","DOW",24,50,"Play"
"3vSAeZHh",7,"BasicBot","ALNRRRV","3C","V.RNAL",20,106,"Play"
"3vSAeZHh",8,"BJCUBBS","ADEEIMY","H1","DE.AY",30,80,"Play"
"3vSAeZHh",9,"BasicBot","IIOPRRU","5H",".OUR",14,120,"Play"
"3vSAeZHh",10,"BJCUBBS","CEEIMNN","6J","MEN",23,103,"Play"
"3vSAeZHh",11,"BasicBot","AHIIPRT","4J","TIPI",20,140,"Play"
"3vSAeZHh",12,"BJCUBBS","CEINOSU","A9",".UI",4,107,"Play"
"3vSAeZHh",13,"BasicBot","AEGHRSV","3M","HAG",24,164,"Play"
"3vSAeZHh",14,"BJCUBBS","CENOORS","O1","CO.",18,125,"Play"
"3vSAeZHh",15,"BasicBot","EGIORSV","5A","VOG.E",18,182,"Play"
"3vSAeZHh",16,"BJCUBBS","EINNORS","1H",".IN",4,129,"Play"
"3vSAeZHh",17,"BasicBot","EEILRSW","A1","SWER.E",39,221,"Play"
"3vSAeZHh",18,"BJCUBBS","EEENORS","F8",".EE",4,133,"Play"
"3vSAeZHh",19,"BasicBot","BDIILOU","E10","BOIL",16,237,"Play"
"3vSAeZHh",20,"BJCUBBS","ENNORSZ","12D","Z.N",24,157,"Play"
"3vSAeZHh",21,"BasicBot","DHIJTTU","6A",".H",26,263,"Play"
"3vSAeZHh",22,"BJCUBBS","EEINORS","2D",".OE",12,169,"Play"
"3vSAeZHh",23,"BasicBot","DIJRTTU","7C","J.T",41,304,"Play"
"3vSAeZHh",24,"BJCUBBS","EEINQRS","D12",".EE",14,183,"Play"
"3vSAeZHh",25,"BasicBot","DIIRTTU","M6","DIRT",14,318,"Play"
"3vSAeZHh",26,"BJCUBBS","INQRRSY","15A","YINS",38,221,"Play"
"3vSAeZHh",27,"BasicBot","BCIIOTU","8L","C.IB",33,351,"Play"
"3vSAeZHh",28,"BJCUBBS","LNOQRRX","14A","OX",41,262,"Play"
"3vSAeZHh",29,"BasicBot","AAFIOTU","O7","A.OUT",7,358,"Play"
"3vSAeZHh",30,"BJCUBBS","LNPQRRT","2N","P.",16,278,"Play"
"3vSAeZHh",31,"BasicBot","?AFFI","10J","IFFy",16,374,"Play"
"3vSAeZHh",32,"BJCUBBS","LNQRRT","J9","Q.",11,289,"Play"
"3vSAeZHh",33,"BasicBot","A","6I","A....",11,385,"Play"
"3vSAeZHh",34,"BasicBot",NA,NA,"(LNRRT)",10,395,"End"
"CFjhexXs",1,"BasicBot","AAEELNP","8D","PENAL",20,20,"Play"
"CFjhexXs",2,"Kelly3158","DEGRTUY","8D",".....TY",12,12,"Play"
"CFjhexXs",3,"BasicBot","ACDEEVW","E7","W.AVED",26,46,"Play"
"CFjhexXs",4,"Kelly3158","DEEGORU","12A","GORE.",18,30,"Play"
"CFjhexXs",5,"BasicBot","CEEIIOZ","A12",".EEZ",42,88,"Play"
"CFjhexXs",6,"Kelly3158","ACDEERU","15A",".EE",12,42,"Play"
"CFjhexXs",7,"BasicBot","CEFIIOP","C10","FI.E",14,102,"Play"
"CFjhexXs",8,"Kelly3158","ACDIRTU","7E",".AT",12,54,"Play"
"CFjhexXs",9,"BasicBot","CEINOOP","9G","POO",22,124,"Play"
"CFjhexXs",10,"Kelly3158","CDDHIRU","J6","CR.",14,68,"Play"
"CFjhexXs",11,"BasicBot","CEEINRR","14A",".R",8,132,"Play"
"CFjhexXs",12,"Kelly3158","BDDHIIU","H8","..UD",5,73,"Play"
"CFjhexXs",13,"BasicBot","CEEINRV","11H",".EVICE",24,156,"Play"
"CFjhexXs",14,"Kelly3158","BDGHIIO","J11",".OID",12,85,"Play"
"CFjhexXs",15,"BasicBot","?ALMNRX","M10","R.LAX",24,180,"Play"
"CFjhexXs",16,"Kelly3158","BGHIIIL","N13","BIG",34,119,"Play"
"CFjhexXs",17,"BasicBot","?LMNRST","11B","T.M.R",13,193,"Play"
"CFjhexXs",18,"Kelly3158","HHIIILO","15N",".O",9,128,"Play"
"CFjhexXs",19,"BasicBot","?AALNSS","O7","SANdALS",76,269,"Play"
"CFjhexXs",20,"Kelly3158","DHHIIIL","12I","H.",10,138,"Play"
"CFjhexXs",21,"BasicBot","?BINNRU","F4","UNB..",13,282,"Play"
"CFjhexXs",22,"Kelly3158","ADHIIIL","K10","L.D",11,149,"Play"
"CFjhexXs",23,"BasicBot","?GINORS","4C","GRO.SINg",68,350,"Play"
"CFjhexXs",24,"Kelly3158","AHIIIIN",NA,"-I",0,149,"Exchange"
"CFjhexXs",25,"BasicBot","AAEFJKU","J2","JU.",25,375,"Play"
"CFjhexXs",26,"Kelly3158","AHIIINT","H3","H.NT",7,156,"Play"
"CFjhexXs",27,"BasicBot","AAEFKMO","14F","FAKE.",21,396,"Play"
"CFjhexXs",28,"Kelly3158","AIIINQT","N6","QI",33,189,"Play"
"CFjhexXs",29,"BasicBot","AIMOSWY","H13","S.Y",30,426,"Play"
"CFjhexXs",30,"Kelly3158","AIINTTU","15H",".A",7,196,"Play"
"CFjhexXs",31,"BasicBot","AEIMOOW","C1","AMI.O",16,442,"Play"
"CFjhexXs",32,"Kelly3158","IINTTU","1A","TI.N",15,211,"Play"
"CFjhexXs",33,"BasicBot","EOW","2C",".OW",10,452,"Play"
"CFjhexXs",34,"Kelly3158","ITU","2J",".UT",10,221,"Play"
"CFjhexXs",35,"BasicBot","E","2J","...E",11,463,"Play"
"CFjhexXs",36,"BasicBot",NA,NA,"(I)",2,465,"End"
"F7yGiwdM",1,"BasicBot","AEFNPUW","8E","FAWN",20,20,"Play"
"F7yGiwdM",2,"Goldenwick","AEJNOOU","F6","JE.N",27,27,"Play"
"F7yGiwdM",3,"BasicBot","ADEINPU","9H","UNPAID",14,34,"Play"
"F7yGiwdM",4,"Goldenwick","AHLOORU","8L","HAUL",45,72,"Play"
"F7yGiwdM",5,"BasicBot","BEFLPRR","M6","BR..",8,42,"Play"
"F7yGiwdM",6,"Goldenwick","EIOOOOR","6F",".OE",10,82,"Play"
"F7yGiwdM",7,"BasicBot","EFGILPR","J6","FLI.PER",28,70,"Play"
"F7yGiwdM",8,"Goldenwick","IIOOORU","E8",".OUR",16,98,"Play"
"F7yGiwdM",9,"BasicBot","?DEGNOT","L8","..NGED",22,92,"Play"
"F7yGiwdM",10,"Goldenwick","BIILOOU","O5","BOI.",6,104,"Play"
"F7yGiwdM",11,"BasicBot","?DORRST","13G","ROTS",21,113,"Play"
"F7yGiwdM",12,"Goldenwick","AILORSU","H12","L.UR",15,119,"Play"
"F7yGiwdM",13,"BasicBot","?DEEQRX",NA,"-QR",0,113,"Exchange"
"F7yGiwdM",14,"Goldenwick","AAEIOOS","10E",".SE",19,138,"Play"
"F7yGiwdM",15,"BasicBot","?ADEEEX","13L",".EED",12,125,"Play"
"F7yGiwdM",16,"Goldenwick","AACEIOO","O13",".OC",18,156,"Play"
"F7yGiwdM",17,"BasicBot","?AEOSTX","N10","TAX.S",32,157,"Play"
"F7yGiwdM",18,"Goldenwick","AAEIORS","D10","ROE",12,168,"Play"
"F7yGiwdM",19,"BasicBot","?EIKMOV","C12","MIKE",24,181,"Play"
"F7yGiwdM",20,"Goldenwick","AAIMOSW","15A","WO.",18,186,"Play"
"F7yGiwdM",21,"BasicBot","??COTVV","H1","VOTiV.",33,214,"Play"
"F7yGiwdM",22,"Goldenwick","AAADIMS","K3","AMIA",17,203,"Play"
"F7yGiwdM",23,"BasicBot","?ACEEHT","L1","ACHE",33,247,"Play"
"F7yGiwdM",24,"Goldenwick","AADGIIS","2L",".AID",14,217,"Play"
"F7yGiwdM",25,"BasicBot","?EINTYZ","1K","Y.",5,252,"Play"
"F7yGiwdM",26,"Goldenwick","AGIILSY","1N","GI",21,238,"Play"
"F7yGiwdM",27,"BasicBot","?EEINTZ","4K","..TE",6,258,"Play"
"F7yGiwdM",28,"Goldenwick","AILNSTY","3E","LIN.Y",13,251,"Play"
"F7yGiwdM",29,"BasicBot","?EGINQZ","F1","Qu.Z",21,279,"Play"
"F7yGiwdM",30,"Goldenwick","ASTT","12A","TA..S",16,267,"Play"
"F7yGiwdM",31,"BasicBot","EGIN","15H",".EIGN",7,286,"Play"
"F7yGiwdM",32,"BasicBot",NA,NA,"(T)",2,288,"End"
"FPhvJGfN",1,"BJCUBBS","DEFGIOS","8G","FIG",14,14,"Play"
"FPhvJGfN",2,"BasicBot","?AOSUWX","9I","OW",10,10,"Play"
"FPhvJGfN",3,"BJCUBBS","DEIOSTY","10G","TIDE",19,33,"Play"
"FPhvJGfN",4,"BasicBot","?AIPSUX","7F","SIX",26,36,"Play"
"FPhvJGfN",5,"BJCUBBS","AKORSTY","11E","OKA",16,49,"Play"
"FPhvJGfN",6,"BasicBot","?ACEPQU","E11",".P",4,40,"Play"
"FPhvJGfN",7,"BJCUBBS","AFORSTY","13B","FORTY",27,76,"Play"
"FPhvJGfN",8,"BasicBot","?ACEQRU","B10","QUA.f",72,112,"Play"
"FPhvJGfN",9,"BJCUBBS","AADNRSS","15A","AS",23,99,"Play"
"FPhvJGfN",10,"BasicBot","CEIRRRY","F2","CRIER.",16,128,"Play"
"FPhvJGfN",11,"BJCUBBS","ADMNRST","E4","AM",18,117,"Play"
"FPhvJGfN",12,"BasicBot","EEIRVYZ","11J","EVER",20,148,"Play"
"FPhvJGfN",13,"BJCUBBS","ADNORST","D2","DOR",14,131,"Play"
"FPhvJGfN",14,"BasicBot","AAHIOYZ","N8","HAZY",50,198,"Play"
"FPhvJGfN",15,"BJCUBBS","AAENNST","O8","ANA",37,168,"Play"
"FPhvJGfN",16,"BasicBot","ABEIIIO","2B","BO.I.E",22,220,"Play"
"FPhvJGfN",17,"BJCUBBS","AEEINST","1G","NAE",11,179,"Play"
"FPhvJGfN",18,"BasicBot","AEIIPTT","C7","TIPI",21,241,"Play"
"FPhvJGfN",19,"BJCUBBS","EEGISST","B6","TEG",11,190,"Play"
"FPhvJGfN",20,"BasicBot","ADEMNTW","L8","MEW.D",28,269,"Play"
"FPhvJGfN",21,"BJCUBBS","DEIOSSU","D8","DOS",29,219,"Play"
"FPhvJGfN",22,"BasicBot","AELNTTU","9C","..UT",6,275,"Play"
"FPhvJGfN",23,"BJCUBBS","EEILNSU","D12","U.N",14,233,"Play"
"FPhvJGfN",24,"BasicBot","?AELLNT","C1","L.T",10,285,"Play"
"FPhvJGfN",25,"BJCUBBS","EEEILRS","K6","LIE",7,240,"Play"
"FPhvJGfN",26,"BasicBot","?ACELLN","14F","ALL",12,297,"Play"
